Relation ID,Relation Strings,Test Triple Count,Train Triple Count,Relation Type,Filtered MR,Filtered MRR,Filtered Hits@1,Filtered Hits@3,Filtered Hits@10
0,/location/country/form_of_government,40,286,M-N,1.7375,0.960274600982666,0.95,0.9625,0.975
1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,140,385,1-N,478.99285714285713,0.42301098959786554,0.39285714285714285,0.43214285714285716,0.4857142857142857
2,/media_common/netflix_genre/titles,295,374,1-N,371.3220338983051,0.3251696829068459,0.2627118644067797,0.3389830508474576,0.4610169491525424
3,/award/award_winner/awards_won./award/award_honor/award_winner,909,375,1-1,951.4664466446644,0.1280196791041409,0.08360836083608361,0.12816281628162815,0.22442244224422442
4,/soccer/football_team/current_roster./sports/sports_team_roster/position,258,353,M-1,258.3236434108527,0.36459457042605375,0.23837209302325582,0.48643410852713176,0.5697674418604651
5,/sports/sports_position/players./soccer/football_roster_position/team,246,367,1-N,313.719512195122,0.38894792882407586,0.28252032520325204,0.491869918699187,0.5609756097560976
6,/government/political_district/representatives./government/government_position_held/legislative_sessions,115,374,M-N,8.978260869565217,0.43355643230935803,0.3347826086956522,0.4434782608695652,0.6478260869565218
7,/film/film/starring./film/performance/actor,993,378,1-1,1412.9310171198388,0.0829918929577354,0.0634441087613293,0.08408862034239678,0.1148036253776435
8,/soccer/football_team/current_roster./soccer/football_roster_position/position,273,317,M-1,241.65018315018315,0.3781333615928342,0.2600732600732601,0.4981684981684982,0.5622710622710623
9,/film/actor/film./film/performance/film,969,329,1-1,1452.6532507739937,0.0749004509672907,0.05572755417956656,0.07533539731682147,0.10835913312693499
10,/award/award_nominated_work/award_nominations./award/award_nomination/award,1016,380,M-1,309.7111220472441,0.11289960005151944,0.0625,0.10875984251968504,0.21013779527559054
11,/award/award_category/nominees./award/award_nomination/nominated_for,998,349,1-N,305.5686372745491,0.11310387804417428,0.06462925851703406,0.10821643286573146,0.19839679358717435
12,/organization/membership_organization/members./organization/organization_membership/member,78,375,M-N,13.60897435897436,0.6229210388966095,0.5384615384615384,0.6794871794871795,0.7628205128205128
13,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1769,354,1-1,1422.7784058790278,0.08065789860476875,0.05031091011871114,0.08338044092707744,0.13877897117015262
14,/olympics/olympic_sport/olympic_games_contested,72,360,M-N,3.2777777777777777,0.6447109646267362,0.5277777777777778,0.6944444444444444,0.9236111111111112
15,/music/performance_role/regular_performances./music/group_membership/role,262,351,M-N,35.16984732824427,0.15715124406887374,0.08587786259541985,0.15458015267175573,0.2767175572519084
16,/award/award_category/winners./award/award_honor/ceremony,308,332,M-N,46.85876623376623,0.25269382030932935,0.1590909090909091,0.24512987012987014,0.4772727272727273
17,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,193,360,M-1,351.2461139896373,0.5842451975135605,0.572538860103627,0.5906735751295337,0.6036269430051814
18,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,353,351,1-N,1404.4886685552408,0.5098067329558029,0.47592067988668557,0.5410764872521246,0.5410764872521246
19,/award/award_winning_work/awards_won./award/award_honor/award_winner,341,349,1-1,765.0014662756598,0.3337782247325192,0.2697947214076246,0.3680351906158358,0.44574780058651026
20,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1416,349,M-1,353.7090395480226,0.07476509223550053,0.037782485875706213,0.06002824858757062,0.13347457627118645
21,/film/film/language,306,360,M-1,404.1111111111111,0.38722174152050143,0.33169934640522875,0.41013071895424835,0.48856209150326796
22,/music/artist/genre,675,365,M-1,609.6874074074074,0.13280556007667824,0.08962962962962963,0.12814814814814815,0.22296296296296297
23,/location/location/containedby,564,370,M-1,1046.4228723404256,0.2526829496343085,0.19237588652482268,0.27925531914893614,0.35638297872340424
24,/people/person/ethnicity,237,350,M-1,792.795358649789,0.32229160357125197,0.2721518987341772,0.3227848101265823,0.44936708860759494
25,/education/educational_institution/students_graduates./education/education/degree,283,349,M-1,105.43816254416961,0.3275868176571472,0.24911660777385158,0.3409893992932862,0.5247349823321554
26,/award/award_category/nominees./award/award_nomination/award_nominee,1387,359,1-N,832.4408795962509,0.10543973959858846,0.06596971881759192,0.10237923576063446,0.18385003604902667
27,/award/award_ceremony/awards_presented./award/award_honor/award,322,362,M-N,28.704968944099377,0.2287103878044934,0.13043478260869565,0.2204968944099379,0.453416149068323
28,/location/location/contains,551,376,1-N,1029.8330308529946,0.22152856733318682,0.15063520871143377,0.25680580762250454,0.338475499092559
29,/organization/organization/headquarters./location/mailing_address/country,24,186,M-1,2.4583333333333335,0.942194938659668,0.9375,0.9375,0.9583333333333334
30,/people/person/profession,1252,360,M-1,1329.6892971246007,0.17721733117636781,0.10463258785942492,0.19089456869009586,0.3478434504792332
31,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film,652,347,1-N,436.75996932515335,0.19707507736112442,0.10659509202453987,0.21855828220858894,0.4171779141104294
32,/people/profession/people_with_this_profession,1322,345,1-N,1208.3086232980334,0.1715626795966398,0.09795763993948563,0.19024205748865355,0.3324508320726172
33,/film/film_costumer_designer/costume_design_for_film,23,187,1-N,1.0,1.0,1.0,1.0,1.0
34,/location/statistical_region/religions./location/religion_percentage/religion,77,312,M-N,91.33766233766234,0.5777927250057072,0.5,0.5974025974025974,0.7532467532467533
35,/film/film_genre/films_in_this_genre,836,355,1-N,569.86004784689,0.16080631821919855,0.10047846889952153,0.16148325358851676,0.2930622009569378
36,/tv/tv_genre/programs,93,380,M-N,18.446236559139784,0.5535384557580435,0.4731182795698925,0.5913978494623656,0.6827956989247311
37,/award/award_nominee/award_nominations./award/award_nomination/award,1365,316,M-1,820.2388278388279,0.11391307565318796,0.073992673992674,0.11172161172161173,0.19084249084249083
38,/music/genre/artists,637,363,1-N,672.3571428571429,0.12824515158564928,0.08791208791208792,0.11616954474097331,0.2150706436420722
39,/influence/influence_node/influenced_by,218,374,M-N,327.0298165137615,0.27505347925588625,0.21559633027522937,0.27522935779816515,0.4059633027522936
40,/education/educational_institution/students_graduates./education/education/student,312,371,1-N,1248.485576923077,0.2523055932460687,0.22756410256410256,0.2532051282051282,0.29967948717948717
41,/organization/organization_member/member_of./organization/organization_membership/organization,85,327,M-N,20.929411764705883,0.6294495526482077,0.5352941176470588,0.6882352941176471,0.7823529411764706
42,/people/person/place_of_birth,258,342,M-1,2246.813953488372,0.2652268816334333,0.2441860465116279,0.2713178294573643,0.3023255813953488
43,/common/topic/webpage./common/webpage/category,679,310,M-1,2651.2746686303385,0.36775319881748203,0.2820324005891016,0.44698085419734906,0.46097201767304863
44,/media_common/netflix_title/netflix_genres,303,322,M-1,406.3844884488449,0.312195352988668,0.24917491749174916,0.334983498349835,0.43399339933993397
45,/sports/sports_position/players./american_football/football_historical_roster_position/team,59,349,M-N,4.610169491525424,0.6597509869074417,0.559322033898305,0.6949152542372882,0.8983050847457628
46,/film/film/other_crew./film/film_crew_gig/film_crew_role,642,354,M-1,411.9275700934579,0.20051051820178642,0.1191588785046729,0.21105919003115264,0.411214953271028
47,/award/award_ceremony/awards_presented./award/award_honor/award_winner,301,325,1-N,523.6495016611295,0.2446914875626168,0.19269102990033224,0.25083056478405313,0.33554817275747506
48,/film/film/country,259,344,M-1,392.86293436293437,0.4122126516688284,0.3532818532818533,0.4420849420849421,0.5096525096525096
49,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,244,330,M-N,31.637295081967213,0.25813051129950854,0.19057377049180327,0.2336065573770492,0.4016393442622951
50,/award/award_winning_work/awards_won./award/award_honor/award,350,351,M-1,200.55,0.21669252668108258,0.16428571428571428,0.21714285714285714,0.32285714285714284
