Relation ID,Relation Strings,Test Triple Count,Train Triple Count,Relation Type,MR,MRR,Hits@1,Hits@3,Hits@10
0,/location/country/form_of_government,26,293,M-N,17.51923076923077,0.41885867485633266,0.28846153846153844,0.5192307692307693,0.5961538461538461
1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,106,355,1-N,695.7122641509434,0.37676292995236954,0.2830188679245283,0.42452830188679247,0.5660377358490566
2,/media_common/netflix_genre/titles,291,343,1-N,557.8024054982818,0.24057903486428803,0.15292096219931273,0.27147766323024053,0.42955326460481097
3,/award/award_winner/awards_won./award/award_honor/award_winner,948,341,1-1,1140.3723628691982,0.11192259003844442,0.07014767932489452,0.11075949367088607,0.19672995780590719
4,/soccer/football_team/current_roster./sports/sports_team_roster/position,272,366,M-1,453.25,0.2701927072861615,0.13970588235294118,0.3639705882352941,0.49816176470588236
5,/sports/sports_position/players./soccer/football_roster_position/team,259,341,1-N,426.05212355212353,0.2670694005075109,0.13513513513513514,0.3764478764478765,0.49613899613899615
6,/government/political_district/representatives./government/government_position_held/legislative_sessions,107,335,M-N,18.485981308411215,0.14682379392819983,0.04205607476635514,0.1308411214953271,0.3644859813084112
7,/film/film/starring./film/performance/actor,1000,347,1-1,1458.988,0.07093218231201172,0.054,0.0735,0.098
8,/soccer/football_team/current_roster./soccer/football_roster_position/position,258,347,M-1,452.63953488372096,0.26306826569313224,0.13178294573643412,0.35658914728682173,0.49612403100775193
9,/film/actor/film./film/performance/film,1018,356,1-1,1482.1940078585462,0.06573104858398438,0.04616895874263261,0.068762278978389,0.09921414538310412
10,/award/award_nominated_work/award_nominations./award/award_nomination/award,1060,361,M-1,344.4061320754717,0.0917837898686247,0.04245283018867924,0.08915094339622641,0.1721698113207547
11,/award/award_category/nominees./award/award_nomination/nominated_for,1029,348,1-N,403.34013605442175,0.09793683970519011,0.04616132167152575,0.0913508260447036,0.19436345966958213
12,/organization/membership_organization/members./organization/organization_membership/member,88,356,M-N,31.613636363636363,0.33705663681030273,0.21022727272727273,0.375,0.5909090909090909
13,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1751,358,1-1,1594.2821245002856,0.06774288855029269,0.0422615648201028,0.06681896059394632,0.11479154768703598
14,/olympics/olympic_sport/olympic_games_contested,82,369,M-N,10.908536585365853,0.20357720444842084,0.054878048780487805,0.18902439024390244,0.5853658536585366
15,/music/performance_role/regular_performances./music/group_membership/role,286,370,M-N,41.31468531468531,0.12537222642164964,0.050699300699300696,0.11713286713286714,0.26048951048951047
16,/award/award_category/winners./award/award_honor/ceremony,330,341,M-N,74.68030303030304,0.1505147529370857,0.05454545454545454,0.1303030303030303,0.3803030303030303
17,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,169,368,M-1,457.10059171597635,0.4850316245174972,0.46449704142011833,0.4881656804733728,0.5266272189349113
18,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,295,347,1-N,1630.6101694915253,0.4404564291743909,0.39661016949152544,0.47966101694915253,0.4864406779661017
19,/award/award_winning_work/awards_won./award/award_honor/award_winner,300,344,1-1,722.28,0.321663335164388,0.24333333333333335,0.37,0.45166666666666666
20,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1414,368,M-1,339.38295615275814,0.06434216964700097,0.021216407355021217,0.056577086280056574,0.13083451202263083
21,/film/film/language,292,340,M-1,473.50342465753425,0.3312034345652959,0.2636986301369863,0.3681506849315068,0.4623287671232877
22,/music/artist/genre,682,333,M-1,605.8775659824047,0.10507466156811308,0.05498533724340176,0.09970674486803519,0.2118768328445748
23,/location/location/containedby,624,339,M-1,1073.292467948718,0.21115215008075422,0.14423076923076922,0.23557692307692307,0.3389423076923077
24,/people/person/ethnicity,242,346,M-1,806.301652892562,0.24771307322604597,0.1756198347107438,0.26239669421487605,0.40082644628099173
25,/education/educational_institution/students_graduates./education/education/degree,249,340,M-1,125.08433734939759,0.17632704279030184,0.07429718875502007,0.1927710843373494,0.42971887550200805
26,/award/award_category/nominees./award/award_nomination/award_nominee,1361,332,1-N,883.8280675973549,0.10601019596545509,0.06098457016899339,0.10617193240264511,0.1884643644379133
27,/award/award_ceremony/awards_presented./award/award_honor/award,324,346,M-N,37.24691358024691,0.1459700619732892,0.047839506172839504,0.12808641975308643,0.3626543209876543
28,/location/location/contains,565,365,1-N,1328.0185840707964,0.20900051150701743,0.14690265486725665,0.23097345132743363,0.3274336283185841
29,/organization/organization/headquarters./location/mailing_address/country,27,177,M-1,57.7962962962963,0.5102936073585793,0.5,0.5,0.5185185185185185
30,/people/person/profession,1334,359,M-1,1108.4415292353824,0.15772810082385566,0.07871064467766117,0.1787856071964018,0.3429535232383808
31,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film,634,369,1-N,450.7847003154574,0.1728337525569302,0.07886435331230283,0.19321766561514195,0.40536277602523657
32,/people/profession/people_with_this_profession,1255,345,1-N,1372.800796812749,0.15420734055963645,0.07888446215139443,0.17171314741035856,0.33067729083665337
33,/film/film_costumer_designer/costume_design_for_film,23,184,1-N,4.543478260869565,0.6965941553530486,0.6304347826086957,0.717391304347826,0.782608695652174
34,/location/statistical_region/religions./location/religion_percentage/religion,65,359,M-N,23.446153846153845,0.250025881253756,0.11538461538461539,0.26153846153846155,0.5538461538461539
35,/film/film_genre/films_in_this_genre,748,344,1-N,758.4157754010695,0.13640148754425865,0.07152406417112299,0.1443850267379679,0.27807486631016043
36,/tv/tv_genre/programs,107,342,M-N,126.26168224299066,0.2885632559517834,0.13551401869158877,0.3598130841121495,0.602803738317757
37,/award/award_nominee/award_nominations./award/award_nomination/award,1334,332,M-1,1156.3549475262369,0.09056353247326532,0.0472263868065967,0.09295352323838081,0.1679160419790105
38,/music/genre/artists,621,363,1-N,619.2544283413848,0.10624753795384209,0.05475040257648953,0.10064412238325282,0.21336553945249598
39,/influence/influence_node/influenced_by,219,353,M-N,368.324200913242,0.2278183192422945,0.14383561643835616,0.2557077625570776,0.3995433789954338
40,/education/educational_institution/students_graduates./education/education/student,316,350,1-N,1183.751582278481,0.18038317523425138,0.13765822784810128,0.19145569620253164,0.2579113924050633
41,/organization/organization_member/member_of./organization/organization_membership/organization,95,365,M-N,84.5,0.3149360255191201,0.1736842105263158,0.37894736842105264,0.6105263157894737
